price,dist_from_cent
57406,.053274862
51328,.16842864
47746,.079737499
31649,.25711527
33922,.066774257
49949,.066493846
65198,.05757989
93847,.050982375
27573,.14393766
55936,.12316986
65722,.097574219
56441,.041122627
46761,.20663086
26316,.27091628
98361,.06340576
35461,.11059371
34190,.21463104
73715,.049864117
51526,.10395695
22658,.13453241
110530,.039472278
50268,.065041885
31628,.15615946
43957,.10998849
26734,.17582534
31434,.27622882
68944,.063589483
49265,.097925566
39299,.17276537
50097,.068473376
70395,.065835357
31520,.24685548
25297,.13285594
97422,.047498636
90000,.047498636
40424,.072477967
85645,.066394307
53508,.063357219
39824,.093828991
59067,.073123336
39095,.076143913
39357,.066774257
54828,.066493846
25038,.19902554
26788,.22230196
67014,.10248438
27978,.20660616
21990,.14014469
55124,.047527708
28109,.17229646
55750,.066275574
31798,.069440261
38063,.071068302
25219,.27400208
87377,.098538488
37165,.091924779
91020,.022205397
33483,.093833253
58539,.037697632
66218,.045269724
38163,.054785538
47380,.1006599
43750,.14372431
41560,.085812293
87597,.036303811
35069,.11341457
50000,.088609919
46439,.18814087
57196,.11267242
28789,.34925634
49983,.086324543
53609,.15882479
20636,.34864247
60497,.028874304
59845,.065327972
63530,.039119963
50066,.077304184
58844,.043386851
37701,.08313287
57447,.094900817
37896,.067025907
82901,.047924064
38000,.1314498
54044,.043522436
25215,.32972977
39595,.1057302
47129,.080048516
48388,.10281185
48781,.035433277
55716,.11929975
49830,.048381127
60568,.10395695
63661,.036243632
39184,.082921736
44348,.096916452
68830,.049826182
47167,.16999878
28281,.15801373
118249,.040389039
60779,.17984819
102709,.02944041
78645,.038486183
20692,.17774865
77233,.027229587
40060,.078940913
31024,.18688662
33263,.26298618
58334,.1129366
75745,.070424363
26519,.35326949
38893,.2965489
35600,.17353821
51305,.11059371
74522,.10390754
53261,.10040114
45067,.096992142
50000,.22550464
36459,.09133628
21857,.132622
52632,.078297064
30822,.19848308
39216,.20682298
42685,.062289003
53357,.041853298
108803,.019726031
37002,.064844847
56498,.060227539
70141,.035483569
23319,.12029176
16357,.14014469
74044,.096624978
89278,.054699436
94538,.045593027
104971,.10420664
43520,.052881215
86859,.032390106
52680,.1187865
46099,.16979441
22967,.065369405
76240,.03530962
52857,.068304911
52396,.055289086
71836,.10662702
47260,.099918887
49590,.098398827
50598,.10386531
80206,.054156847
66675,.043386851
69584,.087099455
58824,.13340132
49689,.13899606
46297,.15039957
86207,.10666015
24152,.16196892
79933,.086555459
86247,.03959782
37158,.14864051
110742,.10420664
23359,.34565464
24580,.21992645
35424,.18060772
52955,.15367448
46880,.1541567
28913,.095793352
40281,.13278088
53164,.057576239
29200,.27983886
36312,.13896024
46468,.086741067
77778,.14419676
25412,.27091628
26000,.27091628
31665,.15117663
63020,.050480891
45282,.028041137
28112,.14872439
59017,.10920221
110387,.050229706
39157,.099771857
55358,.055289086
32143,.29781908
73965,.10004253
46846,.065369405
24961,.18136118
38447,.12446035
30481,.1448812
25921,.30530226
40108,.09295994
40266,.093828991
48201,.095238976
26994,.28710377
92151,.047498636
60484,.053257313
29514,.1986689
35091,.2068318
67693,.19049522
49102,.06302835
25966,.19067228
39097,.096790783
66818,.07846304
48462,.11929975
32259,.2942957
40669,.072143055
22059,.29247832
42593,.068850055
91993,.047498636
51861,.099771857
100584,.034419909
49877,.056234203
51492,.081606559
44462,.091924779
49711,.096916452
35393,.17859125
42775,.069440261
55949,.091924779
25000,.27658826
49505,.05744718
74323,.094209738
84526,.059807997
72413,.10786584
46836,.092227399
26586,.1946363
62968,.04167147
41662,.087916009
79025,.05598164
48625,.063110881
26115,.16651168
63099,.049425427
45397,.16999878
38861,.1942621
20230,.15615946
52794,.043426551
50890,.082526445
74392,.042860117
22758,.33381167
26742,.22400957
32616,.27453101
55254,.047466803
63560,.066244759
96019,.047498636
55289,.030303605
29991,.24012728
43475,.18886428
79930,.060707353
32350,.14464299
65571,.04420016
27275,.14983308
26681,.19848308
69709,.077419735
44157,.19318959
54011,.045044165
45017,.077460863
96184,.047498636
22711,.33493543
29780,.18618856
102431,.094638489
72198,.16575631
66366,.12429241
88980,.049134839
24707,.16795689
82759,.10650688
21959,.35616055
50918,.10575505
86789,.041919935
24430,.14804795
74504,.069230139
78286,.11289871
20902,.33981109
52219,.056431536
75504,.14398196
39131,.075282358
49558,.077460863
42152,.20682298
36667,.33082056
71183,.12169152
58241,.038157333
82272,.0099463938
31558,.33514911
69070,.11746532
70628,.070650429
29612,.16160578
79626,.10386531
58671,.062159024
23367,.23293982
37252,.070460446
50664,.046775963
64783,.12406052
45649,.11929975
34091,.11915993
66482,.064640328
35867,.083677411
21910,.13453241
24859,.10099443
73867,.030100219
69779,.079226732
31545,.12933099
30162,.11915993
23383,.34348363
31852,.25667328
27148,.30530226
77878,.045228347
58911,.062614366
73966,.10650688
55864,.08871977
94662,.06816043
29290,.21618085
21581,.33668819
58952,.055949137
99271,.050866894
34551,.11900812
52902,.12056673
59588,.069986448
56317,.11049922
80878,.041782752
20658,.347399
38403,.15127115
31675,.15491568
67435,.11057125
80979,.059523959
103357,.047498636
91236,.17984819
63685,.090610854
38761,.19017102
39562,.1726651
68007,.037978079
38530,.093310267
42360,.097467408
53525,.038486183
42587,.1786983
56208,.050536737
72456,.046256416
56061,.1278083
31160,.25552714
66112,.069786042
40374,.073898472
37932,.081780754
57595,.051535942
50000,.082102567
75368,.11057125
27744,.29376885
36094,.1503025
41953,.10281185
18723,.15615946
68315,.12227751
53058,.046120767
59373,.063477136
30683,.17593715
80140,.051066011
72209,.080284737
28871,.28076428
84845,.018706681
40889,.099771857
43231,.15555148
81768,.097233877
71119,.035483569
104263,.047498636
36892,.14708321
42254,.10068417
28621,.18195669
44906,.098556489
43681,.11287453
23150,.14872439
28907,.11059371
69207,.025182869
41744,.086555459
96022,.10728478
70046,.076990351
40299,.086555459
51736,.062780574
68219,.038041484
15085,.32913849
60048,.072302967
25458,.27622882
22942,.29700753
37273,.11911976
41410,.22550464
87883,.086238585
52429,.19263294
40995,.16461678
30562,.15258889
33889,.25552714
28423,.11287453
71281,.031451423
39623,.077759534
77208,.065991797
43771,.10804585
38090,.20020901
32898,.079332776
38991,.16461678
44344,.067111231
45565,.10575505
86272,.1104109
73364,.030100219
41779,.11911976
60695,.054242123
24623,.22108126
53489,.064554743
57546,.089011498
64418,.065531239
23052,.22133213
40529,.22550464
60827,.10312162
81592,.086238585
85738,.13090375
93683,.041919935
60589,.063365862
31595,.15491568
76751,.072725594
42806,.26090431
73996,.14357051
112904,.083463661
29700,.32957783
35660,.26186275
65767,.13217734
40354,.097467408
18427,.2805694
47561,.064579614
43624,.087693639
35100,.15548973
62278,.066626117
100167,.051161315
45564,.070460446
23209,.2805694
40861,.13633496
59721,.11057125
33929,.08686243
64913,.1314498
18422,.14872439
21804,.14393766
47962,.08703088
36004,.08686243
22310,.14872439
49123,.082526445
85142,.038613662
20802,.14393766
72255,.040576268
61316,.12316986
88843,.051161315
49844,.072287567
55682,.1027535
19792,.28939563
33629,.14634423
34375,.16163282
69551,.055327557
46660,.14427319
55094,.10393148
40000,.13721491
68149,.042095721
125209,.021644028
42029,.063537858
89277,.050982375
92965,.051161315
32460,.17403735
91777,.041345429
96852,.018112943
65760,.070488185
51487,.057576239
49326,.12323736
39067,.26298618
34375,.16030143
37828,.079157859
66487,.037822191
48792,.14804795
35641,.14014469
68687,.046618313
41606,.11260749
48038,.056040902
74703,.11746532
37547,.079157859
72981,.14357051
21686,.21094462
122455,.054088857
100000,.043720696
70674,.028874304
60625,.064516224
62391,.037325203
43190,.098696254
72737,.069786042
24426,.18792926
48924,.056455322
45240,.11260749
72288,.084310122
35000,.15570529
58240,.059670374
33727,.14634423
66736,.025131943
94406,.04156445
29293,.22133213
31141,.12179132
44453,.14332104
27234,.1946363
135521,.044725332
105424,.096069582
28478,.09133628
36800,.17495407
99642,.07241834
35914,.085688584
39825,.078374878
66431,.034419909
86190,.081840239
40892,.096790783
41321,.186564
42373,.19671032
34720,.25746629
56044,.2245754
50287,.11502985
25242,.1946363
63182,.073967174
66908,.063477136
69906,.080207504
39243,.089400098
35984,.270291
70822,.063477136
22435,.31407049
33117,.11502985
44894,.14427319
70445,.10390754
78195,.075847596
27453,.24012728
42508,.09295994
53425,.065882497
39909,.05960146
51023,.14804795
32037,.22253333
100439,.03530962
41320,.066258848
49439,.061911486
36665,.15179853
44613,.093936011
41992,.26400688
51791,.11260749
33020,.11891428
38523,.15164037
62605,.048808128
21024,.1503025
28279,.15812102
99869,.099594012
60316,.11418016
48914,.08730001
19917,.29593676
54072,.071840011
84483,.12927417
80197,.1104109
69104,.075483873
34056,.11059371
57190,.043749873
59637,.080089003
68120,.07210996
46936,.068107739
28196,.17650905
19268,.14014469
33036,.1187865
38086,.089730009
30895,.16030143
29656,.15570529
44914,.11470793
78494,.096615054
67353,.088308297
106667,.10420664
66939,.063413911
21110,.24118823
38139,.091089912
44768,.075641535
46450,.062780574
51089,.062780574
62016,.059670374
26757,.12179132
39905,.18942493
85503,.046338473
40351,.16684662
33579,.2135146
43417,.080301471
87849,.11773161
34014,.17229646
32104,.073835246
23325,.2512823
68506,.080284737
78508,.054156847
81938,.063097022
67500,.096992142
31483,.17892423
77366,.10395695
36924,.084164374
52595,.068473376
28930,.17040636
88011,.096069582
37546,.16684662
85594,.036303811
34272,.15677159
68084,.040649492
38344,.1986689
12932,.31654406
67879,.10038105
35870,.23705818
41042,.13870075
65325,.10786584
33533,.15570529
52572,.088249929
86645,.051161315
34770,.17429787
35443,.26288426
77529,.12851802
42112,.15140198
27173,.13721491
60886,.081732795
67037,.060139183
93798,.033273853
61731,.12934494
41340,.071068302
28683,.1917958
20337,.29700753
37699,.12854144
56550,.1040227
51608,.045026075
92172,.095460303
69992,.042509016
63163,.064394347
43903,.11604624
35146,.19370729
44751,.15583679
46610,.090386823
45582,.07549724
44045,.096240461
88889,.054418426
28876,.14014469
32004,.21322438
121043,.033606108
82001,.11610311
25145,.33827507
94172,.013856985
35566,.18303619
59765,.10018466
37215,.31832513
87778,.060506612
43007,.26090431
30803,.25667328
94306,.08915592
38848,.07077843
59381,.067879863
34386,.25679958
51389,.076146595
63752,.08915592
54221,.13247891
26121,.16160578
27747,.19472161
90283,.057243653
29866,.26615646
23100,.32972977
50544,.07077843
41204,.06977728
34066,.19779028
32207,.15008424
37400,.16418083
23961,.34731486
39978,.18462066
70533,.089207046
43384,.18752843
82400,.030960459
71438,.084310122
29189,.19848308
64546,.10816943
53893,.14427319
31633,.21461198
45474,.040978067
41599,.20682298
40294,.15555148
32136,.16485927
45352,.070883907
99675,.027066357
63018,.038740106
81436,.034963842
50919,.16575104
53461,.057943463
57100,.17140056
92437,.051161315
31167,.20167111
41539,.15642531
26500,.25711527
20194,.1503025
40980,.16841479
54968,.071600601
119778,.14222954
53232,.091924779
29955,.30890888
61392,.040649492
46247,.091924779
50992,.064554743
44240,.061202899
37013,.18752843
66697,.028874304
41298,.11911976
60673,.10298686
40379,.15735988
60345,.036653757
123415,.019642936
105723,.018112943
91400,.031329151
54333,.21575999
27911,.13453241
45213,.062780574
30413,.15344681
31848,.13018
39770,.11673556
54332,.074228399
32919,.13718882
35445,.13987194
80531,.11208864
20731,.1503025
53125,.16999878
38027,.10520025
27425,.1595183
93358,.069663212
31986,.24614483
35781,.14188963
26940,.14464299
36781,.18325461
28273,.24864963
33436,.11915993
47192,.096240461
89241,.029576821
33385,.13285594
28410,.099156335
58104,.071840011
38267,.1057302
28917,.14983308
26248,.16360681
40113,.25667328
20720,.14464299
80160,.03296401
36067,.17593715
93969,.044422515
21239,.38864535
71960,.031451423
50214,.082526445
83090,.098538488
32556,.17429787
33804,.081457421
48447,.13896024
53726,.039597094
27500,.14687507
29575,.14687507
71299,.092389062
80646,.06117506
43497,.13734215
74409,.12027469
37108,.16533144
65168,.12027469
87072,.11057125
20177,.13894179
31652,.31407049
41727,.087480836
33636,.18018417
77035,.024270084
51592,.14393766
32442,.19848308
48925,.051169991
136223,.040579405
53031,.083463661
38755,.11326958
17634,.14014469
37310,.075242653
53634,.057788532
73193,.045850348
63382,.040741939
61953,.15590134
111422,.028867165
40580,.088020891
65963,.09042415
65615,.03532511
52688,.060914665
49443,.11539485
41183,.064554743
36271,.089730009
106522,.045723498
82324,.020015579
57409,.071600601
22482,.13894179
109775,.034009255
48134,.2245754
32813,.21694556
46379,.077854648
63363,.10337729
36691,.17593715
29251,.11915993
54808,.033673033
49465,.077236138
35429,.16920611
29252,.16254599
55871,.087693639
70617,.11428517
40206,.05960146
21762,.14464299
41168,.19525337
64357,.080207504
63799,.099757284
46792,.2056247
24447,.15464978
67728,.088626951
80693,.028397007
48189,.10395695
67146,.07435295
41361,.15179853
29934,.21322438
48027,.035433277
30556,.14804795
71157,.062271092
103375,.027950045
30916,.14983308
26438,.33067173
104751,.099594012
49740,.091546275
29221,.25331134
56239,.10042297
22656,.14014469
21424,.14872439
36616,.14318325
56924,.10520025
95847,.051161315
53957,.10169309
41885,.093343079
40097,.11530804
70893,.051817618
34753,.079263829
39134,.24909854
43082,.15234549
75927,.085216209
110002,.04291204
76667,.099313326
75642,.051537696
30628,.093828991
38243,.072280511
27659,.16920611
52538,.086220473
39844,.098420978
33104,.14464299
52450,.081606559
89430,.031346798
46662,.060449202
59436,.059542086
39988,.11530804
48471,.091546275
92932,.042823847
89683,.044394314
29524,.15117663
73261,.061198458
70899,.087325275
67219,.048653178
75101,.0238954
38522,.063056201
33226,.11891428
25556,.16160578
49724,.064357698
59794,.032437924
33449,.17012763
47846,.091924779
56629,.11712361
107143,.043853492
67894,.078767546
35984,.1843998
32420,.19055524
75610,.069280826
40781,.067470767
95077,.045774989
25922,.14872439
41234,.082526445
20733,.14687507
23041,.24118823
96173,.069672056
41828,.14439511
54115,.065835357
74514,.10697849
28880,.18462066
